URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,19,25,-0.136363633264462,-0.00691244238834972,155.393939393939,0.254608294930875,62.2594190755481,25.6666666666666,221,868,1623,3,4.9700460829493
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,50,95,-0.310344825445897,-0.0275566441962298,160.790322580645,0.270667483159828,64.424396025522,25.8709677419354,442,1633,3186,6,5.16044090630741
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,33,46,-0.164556959942316,-0.0128078817607804,129.355555555555,0.268965517241379,51.8498084291187,22.0222222222222,273,1015,1897,5,4.80295566502463
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,8,29,-0.567567552227904,-0.0302158272946534,134.4375,0.277697841726618,53.8860791366906,21.3125,193,695,1348,2,5.2546762589928
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,27,63,-0.399999995555555,-0.0210896309191039,200.423076923076,0.250146455770357,80.2692893515389,32.2692307692307,427,1707,3367,2,5.15289982425307
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,101,33,0.507462682780129,0.0379041248395183,153.845070422535,0.278149386845039,61.6492879237521,24.5915492957746,499,1794,3474,0,5.15496098104793
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,35,22,0.228070171437365,0.00914848697456123,163.557692307692,0.258268824771287,65.5263844529854,26.1346153846153,367,1421,2688,8,5.06544686840253
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,58,34,0.260869562381852,0.0232558139309536,162.380952380952,0.356589147286821,65.0950166112956,23.8095238095238,368,1032,2254,1,5.68023255813953
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,11,15,-0.153846147928994,-0.0106951871371786,248.7,0.334224598930481,99.6136898395722,37.2,125,374,843,4,5.68181818181818
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,11,7,0.222222209876543,0.0114942528405337,134.285714285714,0.192528735632183,53.7912972085385,24,67,348,601,7,4.47701149425287
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,1,16,-0.882352889273359,-0.0366748165362473,146,0.237163814180929,58.4948655256723,25.3125,97,409,726,5,4.76039119804401
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,5,8,-0.230769213017752,-0.0121951219016458,153.333333333333,0.211382113821138,61.4178861788618,26.3333333333333,52,246,433,5,4.67886178861788
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,6,12,-0.333333314814815,-0.0230769229881656,96.375,0.284615384615384,38.6638461538461,16.1875,74,260,529,7,4.99230769230769
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,52,23,0.386666661511111,0.0466237941372607,114.457142857142,0.323151125401929,45.9121175930179,17.6285714285714,201,622,1303,2,5.5048231511254
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,25,55,-0.3749999953125,-0.0279850746007601,148.571428571428,0.253731343283582,59.5300639658848,24.8809523809523,272,1072,1947,0,4.88526119402985
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,14,49,-0.555555546737213,-0.0348953140230355,169.941176470588,0.223330009970089,68.0658025922233,29.0588235294117,224,1003,1806,4,4.80957128614157
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,50,71,-0.173553717573936,-0.011235955050168,146.302631578947,0.284109149277688,58.63469629129,24.0263157894736,531,1869,3582,0,5.01284109149277
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,5,26,-0.677419332986473,-0.0334394903926122,118,0.253184713375796,47.3012738853503,19.59375,159,628,1208,1,5.06528662420382
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,29,17,0.260869559546313,0.0103986135091866,175.717948717948,0.298093587521663,70.4064169221881,28.8205128205128,344,1154,2195,1,4.99826689774696
145,https://insights.blackcoffer.com/blockchain-in-fintech/,21,16,0.135135131482834,0.00524658971117881,156.918918918918,0.250786988457502,62.8678823629505,25.5945945945945,239,953,1804,2,5.13746065057712
146,https://insights.blackcoffer.com/blockchain-for-payments/,29,28,0.0175438593413358,0.00107296137223931,111.730769230769,0.282188841201716,44.8051832287883,17.6153846153846,263,932,1811,11,5.3068669527897
147,https://insights.blackcoffer.com/the-future-of-investing/,47,14,0.540983597688793,0.0205607476507409,159.316666666666,0.282242990654205,63.8395638629283,25.9333333333333,453,1605,3047,18,5.02367601246105
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,32,48,-0.1999999975,-0.0134793597190569,103.485294117647,0.307497893850042,41.5171168045988,17.0735294117647,365,1187,2300,3,5.00758213984835
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,39,4,0.813953469442942,0.0474898235447899,161.033333333333,0.351424694708276,64.5539032112166,24.0666666666666,259,737,1566,0,5.61601085481682
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,47,41,0.0681818174070248,0.00568720378607847,95.5454545454545,0.264454976303317,38.3239638087031,15.9696969696969,279,1055,2065,8,5.04075829383886
